question,answer
Điều kiện để được cấp giấy phép lái xe hạng B2 số tự động là gì?,"Để được cấp giấy phép lái xe hạng B2 số tự động, người lái phải đủ 18 tuổi, có sức khỏe phù hợp và vượt qua kỳ thi sát hạch lý thuyết và thực hành."
Xe ô tô con có được phép kéo rơ moóc không?,"Xe ô tô con không được phép kéo rơ moóc, trừ khi rơ moóc là loại nhẹ và được đăng ký hợp pháp."
Quy định về việc sử dụng đèn cảnh báo nguy hiểm là gì?,"Đèn cảnh báo nguy hiểm phải được bật khi xe gặp sự cố, dừng đỗ khẩn cấp hoặc trong tình huống cần cảnh báo các phương tiện khác."
Điều kiện để được cấp giấy phép lái xe hạng D2 là gì?,"Để được cấp giấy phép lái xe hạng D2, người lái phải đủ 24 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng D1 ít nhất 2 năm."
Xe máy có thể chở hàng hóa không?,Xe máy có thể chở hàng hóa nhưng phải đảm bảo không vượt quá kích thước và trọng lượng cho phép và phải buộc chặt an toàn.
Quy định về việc sử dụng gạt nước mưa khi lái xe là gì?,Người lái xe phải sử dụng gạt nước mưa khi trời mưa để đảm bảo tầm nhìn và an toàn khi lái xe.
Điều kiện để được cấp giấy phép lái xe hạng F2 là gì?,"Để được cấp giấy phép lái xe hạng F2, người lái phải đủ 30 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng F1 ít nhất 3 năm."
Xe buýt có được phép chở hàng hóa không?,"Xe buýt không được phép chở hàng hóa, ngoại trừ hành lý cá nhân của hành khách."
Quy định về việc đỗ xe trên vỉa hè là gì?,"Xe không được phép đỗ trên vỉa hè, trừ khi có biển báo cho phép và không gây cản trở cho người đi bộ."
Điều kiện để được cấp giấy phép lái xe hạng C2 là gì?,"Để được cấp giấy phép lái xe hạng C2, người lái phải đủ 21 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng C1 ít nhất 3 năm."
Xe tải có cần kiểm định định kỳ không?,Xe tải phải được kiểm định định kỳ theo quy định của pháp luật để đảm bảo an toàn kỹ thuật và bảo vệ môi trường.
Quy định về việc sử dụng đèn tín hiệu khi chuyển làn là gì?,Người lái xe phải bật đèn tín hiệu trước khi chuyển làn ít nhất 3 giây để báo hiệu cho các phương tiện khác.
Điều kiện để được cấp giấy phép lái xe hạng D3 là gì?,"Để được cấp giấy phép lái xe hạng D3, người lái phải đủ 27 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng D2 ít nhất 3 năm."
Xe máy có được phép đi ngược chiều không?,Xe máy không được phép đi ngược chiều trên đường một chiều hoặc các đoạn đường có biển báo cấm đi ngược chiều.
Quy định về việc sử dụng đèn chiếu sáng khi đi qua hầm là gì?,Người lái xe phải bật đèn chiếu sáng khi đi qua hầm để đảm bảo tầm nhìn và an toàn.
Điều kiện để được cấp giấy phép lái xe hạng E2 là gì?,"Để được cấp giấy phép lái xe hạng E2, người lái phải đủ 30 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng E1 ít nhất 3 năm."
Xe khách có được phép đỗ ở các điểm không có biển báo không?,"Xe khách không được phép đỗ ở các điểm không có biển báo cho phép dừng đỗ, trừ trường hợp khẩn cấp."
Quy định về việc sử dụng dây an toàn khi lái xe là gì?,Người lái xe và hành khách ngồi trên xe ô tô phải thắt dây an toàn khi xe đang di chuyển để đảm bảo an toàn.
Điều kiện để được cấp giấy phép lái xe hạng B1 số tự động cho người khuyết tật là gì?,"Người khuyết tật phải có đủ sức khỏe và điều kiện để lái xe an toàn, vượt qua kỳ thi sát hạch lý thuyết và thực hành để được cấp giấy phép lái xe hạng B1 số tự động."
Xe tải có được phép đỗ trên đường cao tốc không?,"Xe tải không được phép đỗ trên đường cao tốc, trừ khi có sự cố và phải đỗ tại làn khẩn cấp hoặc trạm dừng nghỉ."
Quy định về việc sử dụng gương cầu lồi khi lái xe là gì?,"Người lái xe phải sử dụng gương cầu lồi để quan sát tầm nhìn rộng hơn, đặc biệt khi lái xe ở những nơi có tầm nhìn hạn chế."
Điều kiện để được cấp giấy phép lái xe hạng C3 là gì?,"Để được cấp giấy phép lái xe hạng C3, người lái phải đủ 24 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng C2 ít nhất 2 năm."
Xe máy có được phép chở hàng quá cồng kềnh không?,"Xe máy không được phép chở hàng quá cồng kềnh, gây cản trở giao thông và mất an toàn."
Quy định về việc sử dụng còi xe khi qua ngã tư là gì?,Người lái xe chỉ được phép sử dụng còi khi qua ngã tư để báo hiệu cho các phương tiện khác và phải tuân thủ quy định về âm lượng và thời gian sử dụng còi.
Điều kiện để được cấp giấy phép lái xe hạng F3 là gì?,"Để được cấp giấy phép lái xe hạng F3, người lái phải đủ 33 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng F2 ít nhất 3 năm."
Xe buýt có được phép đỗ ở các điểm dừng đỗ xe khác không?,"Xe buýt chỉ được phép đỗ ở các điểm dừng đỗ xe buýt quy định và không được đỗ ở các điểm dừng đỗ xe khác, trừ trường hợp khẩn cấp."
Quy định về việc đỗ xe trước cổng bệnh viện là gì?,"Xe không được phép đỗ trước cổng bệnh viện, trừ khi có biển báo cho phép hoặc trong trường hợp khẩn cấp."
Điều kiện để được cấp giấy phép lái xe hạng D4 là gì?,"Để được cấp giấy phép lái xe hạng D4, người lái phải đủ 30 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng D3 ít nhất 3 năm."
Xe tải có được phép chạy trên đường cấm tải không?,Xe tải không được phép chạy trên đường cấm tải trong thời gian quy định và phải tuân thủ các biển báo giao thông.
Quy định về việc sử dụng đèn chiếu gần khi lái xe ban đêm là gì?,Người lái xe phải sử dụng đèn chiếu gần khi lái xe ban đêm để tránh gây chói mắt cho xe ngược chiều và đảm bảo an toàn.
Điều kiện để được cấp giấy phép lái xe hạng E3 là gì?,"Để được cấp giấy phép lái xe hạng E3, người lái phải đủ 33 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng E2 ít nhất 3 năm."
Xe máy có được phép đỗ trên vỉa hè không?,Xe máy chỉ được phép đỗ trên vỉa hè ở những nơi có biển báo cho phép và không gây cản trở cho người đi bộ.
Quy định về việc sử dụng gạt nước kính chắn gió khi lái xe là gì?,Người lái xe phải sử dụng gạt nước kính chắn gió khi trời mưa hoặc có sương mù để đảm bảo tầm nhìn và an toàn khi lái xe.
Điều kiện để được cấp giấy phép lái xe hạng F4 là gì?,"Để được cấp giấy phép lái xe hạng F4, người lái phải đủ 36 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng F3 ít nhất 3 năm."
Xe khách có được phép đỗ ở khu vực dân cư không?,Xe khách chỉ được phép đỗ ở khu vực dân cư nếu có biển báo cho phép và không gây cản trở giao thông.
Quy định về việc sử dụng đèn hậu khi lái xe ban đêm là gì?,Người lái xe phải bật đèn hậu khi lái xe ban đêm để cảnh báo cho các phương tiện phía sau và đảm bảo an toàn.
Điều kiện để được cấp giấy phép lái xe hạng C4 là gì?,"Để được cấp giấy phép lái xe hạng C4, người lái phải đủ 27 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng C3 ít nhất 3 năm."
Xe tải có được phép chở hàng quá tải trọng không?,Xe tải không được phép chở hàng quá tải trọng quy định và phải tuân thủ các quy định về tải trọng cầu đường.
Quy định về việc sử dụng đèn xi nhan khi rẽ là gì?,Người lái xe phải bật đèn xi nhan ít nhất 3 giây trước khi rẽ để báo hiệu cho các phương tiện khác.
Điều kiện để được cấp giấy phép lái xe hạng E4 là gì?,"Để được cấp giấy phép lái xe hạng E4, người lái phải đủ 36 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng E3 ít nhất 3 năm."
Xe máy có được phép chạy trên đường phố không?,Xe máy được phép chạy trên đường phố nhưng phải tuân thủ các quy định về giao thông đường bộ và an toàn.
Quy định về việc sử dụng đèn sương mù khi lái xe là gì?,"Người lái xe phải sử dụng đèn sương mù khi lái xe trong điều kiện thời tiết xấu như sương mù, mưa to để tăng khả năng nhìn thấy và an toàn."
Điều kiện để được cấp giấy phép lái xe hạng F5 là gì?,"Để được cấp giấy phép lái xe hạng F5, người lái phải đủ 39 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng F4 ít nhất 3 năm."
Xe buýt có được phép chở hành lý của hành khách không?,Xe buýt được phép chở hành lý của hành khách nhưng phải đảm bảo không vượt quá trọng lượng và kích thước quy định.
Quy định về việc đỗ xe trước cổng cơ quan là gì?,"Xe không được phép đỗ trước cổng cơ quan, trừ khi có biển báo cho phép hoặc trong trường hợp khẩn cấp."
Điều kiện để được cấp giấy phép lái xe hạng D5 là gì?,"Để được cấp giấy phép lái xe hạng D5, người lái phải đủ 33 tuổi, có sức khỏe phù hợp và đã có giấy phép lái xe hạng D4 ít nhất 3 năm."
